folder,T,rec_id,N,m,status
old,T20,37,160,40,diverged
old,T20,38,5,5,diverged
old,T20,38,5,10,diverged
old,T20,38,10,320,diverged
old,T20,38,20,5,diverged
old,T20,38,40,80,diverged
old,T20,38,40,160,diverged
old,T20,38,160,20,diverged
old,T20,38,160,40,diverged
old,T20,39,5,5,diverged
old,T20,39,5,10,diverged
old,T20,39,10,320,diverged
old,T20,39,20,5,diverged
old,T20,39,40,80,diverged
old,T20,39,40,160,diverged
old,T20,39,160,20,diverged
old,T20,39,160,40,diverged
old,T20,40,5,5,diverged
old,T20,40,5,10,diverged
old,T20,40,5,20,incomplete
old,T20,40,10,320,diverged
old,T20,40,20,5,diverged
old,T20,40,40,80,diverged
old,T20,40,40,160,diverged
old,T20,40,160,20,diverged
old,T20,40,160,40,diverged
old,T20,41,5,5,incomplete
old,T20,41,10,320,incomplete
old,T20,41,40,80,incomplete
old,T20,41,40,160,incomplete
old,T20,42,5,5,diverged
old,T20,42,5,10,diverged
old,T20,42,5,20,diverged
old,T20,42,10,320,diverged
old,T20,42,20,5,diverged
old,T20,42,40,80,diverged
old,T20,42,40,160,diverged
old,T20,42,160,20,diverged
old,T20,42,160,40,diverged
old,T20,43,5,5,diverged
old,T20,43,5,10,diverged
old,T20,43,5,20,incomplete
old,T20,43,10,320,diverged
old,T20,43,20,5,diverged
old,T20,43,40,80,diverged
old,T20,43,40,160,diverged
old,T20,43,160,20,diverged
old,T20,43,160,40,diverged
old,T20,44,5,5,diverged
old,T20,44,5,10,diverged
old,T20,44,10,320,diverged
old,T20,44,20,5,diverged
old,T20,44,40,80,diverged
old,T20,44,40,160,diverged
old,T20,44,160,20,diverged
old,T20,44,160,40,diverged
old,T20,45,5,5,diverged
old,T20,45,5,10,diverged
old,T20,45,10,320,diverged
old,T20,45,20,5,diverged
old,T20,45,40,80,diverged
old,T20,45,40,160,diverged
old,T20,45,160,20,diverged
old,T20,45,160,40,diverged
old,T20,46,5,5,diverged
old,T20,46,5,10,diverged
old,T20,46,5,20,diverged
old,T20,46,5,40,incomplete
old,T20,46,10,320,diverged
old,T20,46,20,5,diverged
old,T20,46,40,80,diverged
old,T20,46,40,160,diverged
old,T20,46,160,20,diverged
old,T20,46,160,40,diverged
old,T20,47,5,5,diverged
old,T20,47,5,10,diverged
old,T20,47,5,20,diverged
old,T20,47,10,320,diverged
old,T20,47,20,5,diverged
old,T20,47,40,80,diverged
old,T20,47,40,160,diverged
old,T20,47,160,20,diverged
old,T20,47,160,40,diverged
old,T20,48,5,5,diverged
old,T20,48,5,10,incomplete
old,T20,48,5,20,incomplete
old,T20,48,10,320,diverged
old,T20,48,20,5,hit_maxiter
old,T20,48,40,80,diverged
old,T20,48,40,160,incomplete
old,T20,48,40,320,incomplete
old,T20,48,160,20,diverged
old,T20,49,5,5,diverged
old,T20,49,5,10,diverged
old,T20,49,5,20,diverged
old,T20,49,5,40,incomplete
old,T20,49,10,320,diverged
old,T20,49,20,5,diverged
old,T20,49,40,80,diverged
old,T20,49,40,160,diverged
old,T20,49,160,20,diverged
old,T20,49,160,40,diverged
old,T20,50,5,5,diverged
old,T20,50,5,10,incomplete
old,T20,50,10,320,diverged
old,T20,50,20,5,diverged
old,T20,50,40,80,diverged
old,T20,50,40,160,diverged
old,T20,50,160,20,diverged
old,T20,50,160,40,diverged
old,T20,51,5,5,diverged
old,T20,51,5,10,diverged
old,T20,51,10,320,diverged
old,T20,51,20,5,diverged
old,T20,51,40,80,diverged
old,T20,51,40,160,diverged
old,T20,51,160,20,diverged
old,T20,51,160,40,diverged
old,T20,52,5,5,diverged
old,T20,52,5,10,diverged
old,T20,52,10,5,hit_maxiter
old,T20,52,10,320,diverged
old,T20,52,20,5,diverged
old,T20,52,40,80,diverged
old,T20,52,40,160,diverged
old,T20,52,160,20,diverged
old,T20,52,160,40,diverged
old,T20,53,5,5,diverged
old,T20,53,5,10,no_data
old,T20,53,5,20,no_data
old,T20,53,5,40,no_data
old,T20,53,5,80,no_data
old,T20,53,5,160,no_data
old,T20,53,5,320,no_data
old,T20,53,10,5,no_data
old,T20,53,10,10,no_data
old,T20,53,10,20,no_data
old,T20,53,10,40,no_data
old,T20,53,10,80,no_data
old,T20,53,10,160,no_data
old,T20,53,10,320,diverged
old,T20,53,20,5,incomplete
old,T20,53,40,5,no_data
old,T20,53,40,10,no_data
old,T20,53,40,20,no_data
old,T20,53,40,40,no_data
old,T20,53,40,80,diverged
old,T20,53,40,160,incomplete
old,T20,53,80,40,no_data
old,T20,53,80,80,no_data
old,T20,53,80,160,no_data
old,T20,53,80,320,no_data
old,T20,53,160,5,no_data
old,T20,53,160,10,no_data
old,T20,53,160,20,diverged
old,T20,53,160,160,no_data
old,T20,53,160,320,no_data
old,T20,53,320,5,no_data
old,T20,53,320,10,no_data
old,T20,53,320,20,no_data
old,T20,53,320,40,no_data
old,T20,53,320,80,no_data
old,T20,53,320,160,no_data
old,T20,53,320,320,no_data
old,T20,54,5,5,diverged
old,T20,54,5,10,diverged
old,T20,54,5,20,diverged
old,T20,54,10,320,diverged
old,T20,54,20,5,diverged
old,T20,54,40,80,diverged
old,T20,54,40,160,diverged
old,T20,54,160,20,diverged
old,T20,54,160,40,diverged
old,T20,55,5,5,diverged
old,T20,55,5,10,diverged
old,T20,55,5,20,diverged
old,T20,55,10,320,diverged
old,T20,55,20,5,diverged
old,T20,55,40,80,diverged
old,T20,55,40,160,diverged
old,T20,55,160,20,diverged
old,T20,55,160,40,diverged
old,T20,56,5,5,diverged
old,T20,56,5,10,diverged
old,T20,56,10,320,diverged
old,T20,56,20,5,diverged
old,T20,56,40,80,diverged
old,T20,56,40,160,diverged
old,T20,56,160,20,diverged
old,T20,56,160,40,diverged
old,T20,57,5,5,diverged
old,T20,57,5,10,diverged
old,T20,57,5,20,diverged
old,T20,57,10,320,diverged
old,T20,57,20,5,diverged
old,T20,57,40,80,diverged
old,T20,57,40,160,diverged
old,T20,57,160,20,diverged
old,T20,57,160,40,diverged
old,T20,58,5,5,diverged
old,T20,58,5,10,diverged
old,T20,58,5,20,diverged
old,T20,58,5,40,incomplete
old,T20,58,10,320,diverged
old,T20,58,20,5,diverged
old,T20,58,40,80,diverged
old,T20,58,40,160,diverged
old,T20,58,160,20,diverged
old,T20,58,160,40,diverged
old,T20,59,5,5,diverged
old,T20,59,5,10,diverged
old,T20,59,5,20,diverged
old,T20,59,5,40,incomplete
old,T20,59,10,320,diverged
old,T20,59,20,5,diverged
old,T20,59,40,80,diverged
old,T20,59,40,160,diverged
old,T20,59,160,20,diverged
old,T20,59,160,40,diverged
old,T20,60,5,5,diverged
old,T20,60,5,10,diverged
old,T20,60,5,20,diverged
old,T20,60,5,40,incomplete
old,T20,60,10,320,diverged
old,T20,60,20,5,diverged
old,T20,60,40,80,diverged
old,T20,60,40,160,diverged
old,T20,60,160,20,diverged
old,T20,60,160,40,diverged
old,T20,61,5,5,diverged
old,T20,61,5,10,diverged
old,T20,61,5,20,incomplete
old,T20,61,10,320,diverged
old,T20,61,20,5,diverged
old,T20,61,40,80,diverged
old,T20,61,40,160,diverged
old,T20,61,160,20,diverged
old,T20,61,160,40,diverged
old,T20,62,5,5,diverged
old,T20,62,5,10,diverged
old,T20,62,10,320,diverged
old,T20,62,20,5,diverged
old,T20,62,40,80,diverged
old,T20,62,40,160,diverged
old,T20,62,160,20,diverged
old,T20,62,160,40,diverged
old,T20,63,5,5,diverged
old,T20,63,5,10,diverged
old,T20,63,5,20,diverged
old,T20,63,5,40,incomplete
old,T20,63,10,320,diverged
old,T20,63,20,5,diverged
old,T20,63,40,80,diverged
old,T20,63,40,160,diverged
old,T20,63,160,20,diverged
old,T20,63,160,40,diverged
old,T20,64,5,5,diverged
old,T20,64,5,10,diverged
old,T20,64,5,20,diverged
old,T20,64,5,40,incomplete
old,T20,64,10,320,diverged
old,T20,64,20,5,diverged
old,T20,64,40,80,diverged
old,T20,64,40,160,diverged
old,T20,64,160,20,diverged
old,T20,64,160,40,diverged
old,T20,65,5,5,hit_maxiter
old,T20,65,10,320,incomplete
old,T20,65,40,80,incomplete
old,T20,66,5,5,diverged
old,T20,66,5,10,diverged
old,T20,66,10,320,diverged
old,T20,66,20,5,diverged
old,T20,66,40,80,diverged
old,T20,66,40,160,diverged
old,T20,66,160,20,diverged
old,T20,66,160,40,diverged
old,T20,67,5,5,diverged
old,T20,67,5,10,diverged
old,T20,67,5,20,incomplete
old,T20,67,10,320,diverged
old,T20,67,20,5,diverged
old,T20,67,40,80,diverged
old,T20,67,40,160,diverged
old,T20,67,160,20,diverged
old,T20,67,160,40,diverged
old,T20,68,5,5,diverged
old,T20,68,5,10,incomplete
old,T20,68,5,20,incomplete
old,T20,68,10,320,diverged
old,T20,68,20,5,incomplete
old,T20,68,40,80,diverged
old,T20,68,40,160,incomplete
old,T20,68,160,20,diverged
old,T20,68,160,40,incomplete
old,T20,68,160,80,incomplete
old,T20,69,5,5,diverged
old,T20,69,5,10,diverged
old,T20,69,5,20,diverged
old,T20,69,5,40,incomplete
old,T20,69,10,320,diverged
old,T20,69,20,5,diverged
old,T20,69,40,80,diverged
old,T20,69,40,160,diverged
old,T20,69,160,20,diverged
old,T20,69,160,40,diverged
old,T20,70,5,5,incomplete
old,T20,70,5,10,incomplete
old,T20,70,10,320,incomplete
old,T20,70,20,5,hit_maxiter
old,T20,70,40,80,incomplete
old,T20,70,40,160,incomplete
old,T20,71,5,5,diverged
old,T20,71,5,10,diverged
old,T20,71,5,20,incomplete
old,T20,71,10,320,diverged
old,T20,71,20,5,diverged
old,T20,71,40,80,diverged
old,T20,71,40,160,diverged
old,T20,71,160,20,diverged
old,T20,71,160,40,diverged
old,T20,72,5,5,diverged
old,T20,72,5,10,diverged
old,T20,72,5,20,incomplete
old,T20,72,10,320,diverged
old,T20,72,20,5,diverged
old,T20,72,40,80,diverged
old,T20,72,40,160,diverged
old,T20,72,160,20,diverged
old,T20,72,160,40,diverged
old,T20,73,5,5,diverged
old,T20,73,5,10,diverged
old,T20,73,10,320,diverged
old,T20,73,20,5,diverged
old,T20,73,40,80,diverged
old,T20,73,40,160,diverged
old,T20,73,160,20,diverged
old,T20,73,160,40,diverged
old,T20,74,5,5,diverged
old,T20,74,5,10,diverged
old,T20,74,5,20,diverged
old,T20,74,10,320,diverged
old,T20,74,20,5,diverged
old,T20,74,40,80,diverged
old,T20,74,40,160,diverged
old,T20,74,160,20,diverged
old,T20,74,160,40,diverged
old,T20,75,5,5,diverged
old,T20,75,5,10,diverged
old,T20,75,5,20,diverged
old,T20,75,5,40,diverged
old,T20,75,10,320,diverged
old,T20,75,20,5,diverged
old,T20,75,40,80,diverged
old,T20,75,40,160,diverged
old,T20,75,160,20,diverged
old,T20,75,160,40,diverged
old,T20,76,5,5,diverged
old,T20,76,5,10,diverged
old,T20,76,5,20,diverged
old,T20,76,10,320,diverged
old,T20,76,20,5,diverged
old,T20,76,40,80,diverged
old,T20,76,40,160,diverged
old,T20,76,160,20,diverged
old,T20,76,160,40,diverged
old,T20,77,5,5,diverged
old,T20,77,5,10,incomplete
old,T20,77,10,320,diverged
old,T20,77,20,5,incomplete
old,T20,77,40,80,diverged
old,T20,77,160,20,diverged
old,T20,78,5,5,diverged
old,T20,78,5,10,diverged
old,T20,78,5,20,diverged
old,T20,78,5,40,incomplete
old,T20,78,10,320,diverged
old,T20,78,20,5,diverged
old,T20,78,40,80,diverged
old,T20,78,40,160,diverged
old,T20,78,160,20,diverged
old,T20,78,160,40,diverged
old,T20,79,5,5,diverged
old,T20,79,5,10,diverged
old,T20,79,5,20,diverged
old,T20,79,5,40,incomplete
old,T20,79,10,320,diverged
old,T20,79,20,5,diverged
old,T20,79,40,80,diverged
old,T20,79,40,160,diverged
old,T20,79,160,20,diverged
old,T20,79,160,40,diverged
old,T20,80,5,5,diverged
old,T20,80,5,10,diverged
old,T20,80,5,20,diverged
old,T20,80,10,320,diverged
old,T20,80,20,5,diverged
old,T20,80,40,80,diverged
old,T20,80,40,160,diverged
old,T20,80,160,20,diverged
old,T20,80,160,40,diverged
old,T20,81,5,5,diverged
old,T20,81,5,10,diverged
old,T20,81,5,20,diverged
old,T20,81,10,320,diverged
old,T20,81,20,5,diverged
old,T20,81,40,80,diverged
old,T20,81,40,160,diverged
old,T20,81,160,20,diverged
old,T20,81,160,40,diverged
old,T20,82,5,5,diverged
old,T20,82,5,10,incomplete
old,T20,82,10,320,diverged
old,T20,82,20,5,diverged
old,T20,82,40,80,diverged
old,T20,82,40,160,diverged
old,T20,82,160,20,diverged
old,T20,82,160,40,diverged
old,T20,83,5,5,diverged
old,T20,83,5,10,diverged
old,T20,83,5,20,diverged
old,T20,83,5,40,incomplete
old,T20,83,10,320,diverged
old,T20,83,20,5,diverged
old,T20,83,40,80,diverged
old,T20,83,40,160,diverged
old,T20,83,160,20,diverged
old,T20,83,160,40,diverged
old,T20,84,5,5,diverged
old,T20,84,5,10,diverged
old,T20,84,5,20,diverged
old,T20,84,5,40,incomplete
old,T20,84,10,320,diverged
old,T20,84,20,5,diverged
old,T20,84,40,80,diverged
old,T20,84,40,160,diverged
old,T20,84,160,20,diverged
old,T20,84,160,40,diverged
old,T20,85,5,5,diverged
old,T20,85,5,10,diverged
old,T20,85,5,20,diverged
old,T20,85,5,40,incomplete
old,T20,85,10,320,diverged
old,T20,85,20,5,diverged
old,T20,85,40,80,diverged
old,T20,85,40,160,diverged
old,T20,85,160,20,diverged
old,T20,85,160,40,diverged
old,T20,86,5,5,diverged
old,T20,86,5,10,diverged
old,T20,86,5,20,diverged
old,T20,86,5,40,incomplete
old,T20,86,10,320,diverged
old,T20,86,20,5,diverged
old,T20,86,40,80,diverged
old,T20,86,40,160,diverged
old,T20,86,160,20,diverged
old,T20,86,160,40,diverged
old,T20,87,5,5,diverged
old,T20,87,5,10,diverged
old,T20,87,5,40,incomplete
old,T20,87,10,320,diverged
old,T20,87,20,5,diverged
old,T20,87,40,80,diverged
old,T20,87,40,160,diverged
old,T20,87,80,5,incomplete
old,T20,87,160,20,diverged
old,T20,87,160,40,diverged
old,T20,88,5,5,diverged
old,T20,88,5,10,diverged
old,T20,88,5,20,incomplete
old,T20,88,5,80,incomplete
old,T20,88,5,320,no_data
old,T20,88,10,5,no_data
old,T20,88,10,10,no_data
old,T20,88,10,20,no_data
old,T20,88,10,40,no_data
old,T20,88,10,80,no_data
old,T20,88,10,160,no_data
old,T20,88,10,320,diverged
old,T20,88,20,5,diverged
old,T20,88,20,10,no_data
old,T20,88,20,20,no_data
old,T20,88,20,40,no_data
old,T20,88,20,80,no_data
old,T20,88,20,160,no_data
old,T20,88,20,320,no_data
old,T20,88,40,5,no_data
old,T20,88,40,10,no_data
old,T20,88,40,20,no_data
old,T20,88,40,40,no_data
old,T20,88,40,80,diverged
old,T20,88,40,160,diverged
old,T20,88,80,5,no_data
old,T20,88,80,10,no_data
old,T20,88,80,20,no_data
old,T20,88,80,40,no_data
old,T20,88,80,80,no_data
old,T20,88,80,160,no_data
old,T20,88,80,320,no_data
old,T20,88,160,5,no_data
old,T20,88,160,10,no_data
old,T20,88,160,20,diverged
old,T20,88,160,40,diverged
old,T20,88,160,80,no_data
old,T20,88,160,160,no_data
old,T20,88,160,320,no_data
old,T20,88,320,5,no_data
old,T20,88,320,10,no_data
old,T20,88,320,20,no_data
old,T20,88,320,40,no_data
old,T20,88,320,80,no_data
old,T20,88,320,160,no_data
old,T20,88,320,320,no_data
old,T20,89,5,5,diverged
old,T20,89,5,10,diverged
old,T20,89,5,20,diverged
old,T20,89,5,40,diverged
old,T20,89,10,320,diverged
old,T20,89,20,5,diverged
old,T20,89,40,80,diverged
old,T20,89,40,160,diverged
old,T20,89,160,20,diverged
old,T20,89,160,40,diverged
old,T20,90,5,5,diverged
old,T20,90,5,10,diverged
old,T20,90,5,320,incomplete
old,T20,90,10,320,diverged
old,T20,90,20,5,diverged
old,T20,90,40,80,diverged
old,T20,90,40,160,diverged
old,T20,90,80,20,incomplete
old,T20,90,160,20,diverged
old,T20,90,160,40,diverged
old,T20,91,5,5,diverged
old,T20,91,5,10,diverged
old,T20,91,5,20,incomplete
old,T20,91,10,320,diverged
old,T20,91,20,5,diverged
old,T20,91,40,80,diverged
old,T20,91,40,160,diverged
old,T20,91,160,20,diverged
old,T20,91,160,40,diverged
old,T20,92,5,5,diverged
old,T20,92,5,10,incomplete
old,T20,92,5,20,no_data
old,T20,92,5,40,no_data
old,T20,92,5,80,no_data
old,T20,92,5,160,no_data
old,T20,92,5,320,no_data
old,T20,92,10,5,no_data
old,T20,92,10,10,no_data
old,T20,92,10,20,no_data
old,T20,92,10,40,no_data
old,T20,92,10,80,no_data
old,T20,92,10,160,no_data
old,T20,92,10,320,diverged
old,T20,92,20,5,no_data
old,T20,92,20,10,no_data
old,T20,92,20,20,no_data
old,T20,92,20,40,no_data
old,T20,92,20,80,no_data
old,T20,92,20,160,no_data
old,T20,92,20,320,no_data
old,T20,92,40,5,no_data
old,T20,92,40,10,no_data
old,T20,92,40,20,no_data
old,T20,92,40,40,no_data
old,T20,92,40,80,diverged
old,T20,92,160,5,no_data
old,T20,92,160,10,no_data
old,T20,92,160,20,diverged
old,T20,92,160,40,incomplete
old,T20,92,320,5,no_data
old,T20,92,320,10,no_data
old,T20,92,320,20,no_data
old,T20,92,320,40,no_data
old,T20,92,320,80,no_data
old,T20,92,320,160,no_data
old,T20,92,320,320,no_data
old,T20,93,5,5,diverged
old,T20,93,5,10,diverged
old,T20,93,5,20,incomplete
old,T20,93,5,40,incomplete
old,T20,93,10,320,diverged
old,T20,93,20,5,diverged
old,T20,93,40,80,diverged
old,T20,93,40,160,diverged
old,T20,93,160,20,diverged
old,T20,93,160,40,diverged
old,T20,94,5,5,diverged
old,T20,94,5,10,diverged
old,T20,94,5,160,incomplete
old,T20,94,5,320,incomplete
old,T20,94,10,320,diverged
old,T20,94,20,5,diverged
old,T20,94,40,80,diverged
old,T20,94,40,160,diverged
old,T20,94,160,20,diverged
old,T20,94,160,40,diverged
old,T20,95,5,5,diverged
old,T20,95,5,10,diverged
old,T20,95,5,20,diverged
old,T20,95,10,320,diverged
old,T20,95,20,5,diverged
old,T20,95,40,80,diverged
old,T20,95,40,160,diverged
old,T20,95,160,20,diverged
old,T20,95,160,40,diverged
old,T20,96,5,5,diverged
old,T20,96,5,10,diverged
old,T20,96,5,20,diverged
old,T20,96,5,40,incomplete
old,T20,96,5,80,diverged
old,T20,96,5,160,diverged
old,T20,96,5,320,diverged
old,T20,96,10,5,hit_maxiter
old,T20,96,10,320,diverged
old,T20,96,20,5,diverged
old,T20,96,40,80,diverged
old,T20,96,40,160,diverged
old,T20,96,160,20,diverged
old,T20,96,160,40,diverged
old,T20,97,5,5,diverged
old,T20,97,5,10,diverged
old,T20,97,5,20,diverged
old,T20,97,5,40,incomplete
old,T20,97,10,320,diverged
old,T20,97,20,5,diverged
old,T20,97,40,80,diverged
old,T20,97,40,160,diverged
old,T20,97,160,20,diverged
old,T20,97,160,40,diverged
old,T20,98,5,5,diverged
old,T20,98,5,10,diverged
old,T20,98,5,20,incomplete
old,T20,98,10,320,diverged
old,T20,98,20,5,diverged
old,T20,98,40,80,diverged
old,T20,98,40,160,diverged
old,T20,98,160,20,diverged
old,T20,98,160,40,diverged
old,T20,99,5,5,diverged
old,T20,99,5,10,diverged
old,T20,99,10,320,diverged
old,T20,99,20,5,diverged
old,T20,99,40,80,diverged
old,T20,99,40,160,diverged
old,T20,99,160,20,diverged
old,T20,99,160,40,diverged
old,T40,1,5,5,diverged
old,T40,1,5,10,diverged
old,T40,1,5,20,diverged
old,T40,1,5,40,incomplete
old,T40,1,10,5,incomplete
old,T40,1,10,10,hit_maxiter
old,T40,1,10,40,incomplete
old,T40,1,10,80,incomplete
old,T40,1,10,320,diverged
old,T40,1,20,5,diverged
old,T40,1,40,80,diverged
old,T40,1,40,160,diverged
old,T40,1,40,320,incomplete
old,T40,1,160,20,diverged
old,T40,1,160,40,diverged
old,T40,2,5,5,diverged
old,T40,2,5,10,diverged
old,T40,2,5,20,diverged
old,T40,2,5,40,diverged
old,T40,2,5,80,incomplete
old,T40,2,5,160,incomplete
old,T40,2,5,320,incomplete
old,T40,2,10,5,hit_maxiter
old,T40,2,10,10,hit_maxiter
old,T40,2,10,320,diverged
old,T40,2,20,5,diverged
old,T40,2,40,80,diverged
old,T40,2,40,160,diverged
old,T40,2,160,20,diverged
old,T40,2,160,40,diverged
old,T40,3,5,5,diverged
old,T40,3,5,10,diverged
old,T40,3,5,20,diverged
old,T40,3,5,40,diverged
old,T40,3,5,80,incomplete
old,T40,3,10,320,diverged
old,T40,3,20,5,diverged
old,T40,3,40,80,diverged
old,T40,3,40,160,diverged
old,T40,3,160,20,diverged
old,T40,3,160,40,diverged
old,T40,4,5,5,diverged
old,T40,4,5,10,diverged
old,T40,4,5,20,diverged
old,T40,4,5,40,incomplete
old,T40,4,5,80,incomplete
old,T40,4,5,160,incomplete
old,T40,4,10,320,diverged
old,T40,4,20,5,diverged
old,T40,4,40,80,diverged
old,T40,4,40,160,diverged
old,T40,4,40,320,incomplete
old,T40,4,160,20,diverged
old,T40,4,160,40,diverged
old,T40,5,5,5,diverged
old,T40,5,5,10,diverged
old,T40,5,5,20,diverged
old,T40,5,5,40,incomplete
old,T40,5,5,160,incomplete
old,T40,5,10,320,diverged
old,T40,5,20,5,diverged
old,T40,5,40,80,diverged
old,T40,5,40,160,diverged
old,T40,5,160,20,diverged
old,T40,5,160,40,diverged
old,T40,6,5,5,diverged
old,T40,6,5,10,diverged
old,T40,6,5,20,diverged
old,T40,6,5,40,incomplete
old,T40,6,5,80,incomplete
old,T40,6,5,160,incomplete
old,T40,6,5,320,incomplete
old,T40,6,10,5,incomplete
old,T40,6,10,10,incomplete
old,T40,6,10,20,incomplete
old,T40,6,10,40,incomplete
old,T40,6,10,80,incomplete
old,T40,6,10,160,incomplete
old,T40,6,10,320,diverged
old,T40,6,20,5,diverged
old,T40,6,20,10,incomplete
old,T40,6,20,20,incomplete
old,T40,6,20,40,incomplete
old,T40,6,20,80,incomplete
old,T40,6,20,160,incomplete
old,T40,6,20,320,incomplete
old,T40,6,40,5,incomplete
old,T40,6,40,10,incomplete
old,T40,6,40,20,incomplete
old,T40,6,40,40,incomplete
old,T40,6,40,80,diverged
old,T40,6,40,160,diverged
old,T40,6,160,20,diverged
old,T40,6,160,40,diverged
old,T40,7,5,5,diverged
old,T40,7,5,10,diverged
old,T40,7,5,20,diverged
old,T40,7,5,40,incomplete
old,T40,7,5,80,incomplete
old,T40,7,5,160,incomplete
old,T40,7,5,320,incomplete
old,T40,7,10,5,incomplete
old,T40,7,10,10,incomplete
old,T40,7,10,20,no_data
old,T40,7,10,40,no_data
old,T40,7,10,80,no_data
old,T40,7,10,160,no_data
old,T40,7,10,320,diverged
old,T40,7,20,5,diverged
old,T40,7,40,20,no_data
old,T40,7,40,40,no_data
old,T40,7,40,80,diverged
old,T40,7,40,160,diverged
old,T40,7,40,320,incomplete
old,T40,7,80,5,no_data
old,T40,7,80,10,no_data
old,T40,7,80,20,no_data
old,T40,7,80,40,no_data
old,T40,7,80,80,no_data
old,T40,7,80,160,no_data
old,T40,7,80,320,no_data
old,T40,7,160,5,no_data
old,T40,7,160,10,no_data
old,T40,7,160,20,diverged
old,T40,7,160,40,diverged
old,T40,7,160,80,incomplete
old,T40,7,320,80,no_data
old,T40,7,320,160,no_data
old,T40,7,320,320,no_data
old,T40,8,5,5,diverged
old,T40,8,5,10,diverged
old,T40,8,5,20,diverged
old,T40,8,5,40,incomplete
old,T40,8,5,80,incomplete
old,T40,8,5,160,incomplete
old,T40,8,5,320,incomplete
old,T40,8,10,5,incomplete
old,T40,8,10,10,incomplete
old,T40,8,10,20,incomplete
old,T40,8,10,40,incomplete
old,T40,8,10,80,incomplete
old,T40,8,10,160,incomplete
old,T40,8,10,320,diverged
old,T40,8,20,5,diverged
old,T40,8,20,10,incomplete
old,T40,8,20,20,incomplete
old,T40,8,20,40,incomplete
old,T40,8,20,80,incomplete
old,T40,8,20,160,incomplete
old,T40,8,20,320,incomplete
old,T40,8,40,80,diverged
old,T40,8,40,160,diverged
old,T40,8,80,5,incomplete
old,T40,8,160,20,diverged
old,T40,8,160,40,diverged
old,T40,9,5,5,diverged
old,T40,9,5,10,diverged
old,T40,9,5,20,diverged
old,T40,9,5,40,incomplete
old,T40,9,10,320,diverged
old,T40,9,20,5,diverged
old,T40,9,40,80,diverged
old,T40,9,40,160,diverged
old,T40,9,160,20,diverged
old,T40,9,160,40,diverged
old,T40,10,5,5,diverged
old,T40,10,5,10,diverged
old,T40,10,5,20,diverged
old,T40,10,5,40,diverged
old,T40,10,5,80,incomplete
old,T40,10,5,160,incomplete
old,T40,10,5,320,incomplete
old,T40,10,10,320,diverged
old,T40,10,20,5,diverged
old,T40,10,40,5,hit_maxiter
old,T40,10,40,80,diverged
old,T40,10,40,160,diverged
old,T40,10,160,20,diverged
old,T40,10,160,40,diverged
old,T40,11,5,5,diverged
old,T40,11,5,10,diverged
old,T40,11,5,20,diverged
old,T40,11,5,40,diverged
old,T40,11,5,160,incomplete
old,T40,11,5,320,incomplete
old,T40,11,10,320,diverged
old,T40,11,20,5,diverged
old,T40,11,40,80,diverged
old,T40,11,40,160,diverged
old,T40,11,160,5,hit_maxiter
old,T40,11,160,10,hit_maxiter
old,T40,11,160,20,diverged
old,T40,11,160,40,diverged
old,T40,11,160,80,no_data
old,T40,11,160,160,no_data
old,T40,11,160,320,no_data
old,T40,11,320,5,no_data
old,T40,11,320,10,no_data
old,T40,11,320,20,no_data
old,T40,11,320,40,no_data
old,T40,11,320,80,no_data
old,T40,11,320,160,no_data
old,T40,11,320,320,no_data
old,T40,12,5,5,diverged
old,T40,12,5,10,diverged
old,T40,12,5,20,diverged
old,T40,12,5,40,diverged
old,T40,12,5,160,incomplete
old,T40,12,5,320,incomplete
old,T40,12,10,320,diverged
old,T40,12,20,5,diverged
old,T40,12,40,80,diverged
old,T40,12,40,160,diverged
old,T40,12,160,20,diverged
old,T40,12,160,40,diverged
old,T40,13,5,5,diverged
old,T40,13,5,10,diverged
old,T40,13,5,20,diverged
old,T40,13,5,40,incomplete
old,T40,13,5,320,incomplete
old,T40,13,10,5,hit_maxiter
old,T40,13,10,320,diverged
old,T40,13,20,5,diverged
old,T40,13,40,20,incomplete
old,T40,13,40,40,incomplete
old,T40,13,40,80,diverged
old,T40,13,40,160,diverged
old,T40,13,160,20,diverged
old,T40,13,160,40,diverged
old,T40,14,5,5,diverged
old,T40,14,5,10,diverged
old,T40,14,5,20,diverged
old,T40,14,5,40,no_data
old,T40,14,5,80,no_data
old,T40,14,5,160,no_data
old,T40,14,5,320,no_data
old,T40,14,10,5,no_data
old,T40,14,10,10,no_data
old,T40,14,10,20,no_data
old,T40,14,10,40,no_data
old,T40,14,10,80,no_data
old,T40,14,10,160,no_data
old,T40,14,10,320,diverged
old,T40,14,20,5,diverged
old,T40,14,20,10,no_data
old,T40,14,20,20,no_data
old,T40,14,20,40,no_data
old,T40,14,20,80,no_data
old,T40,14,20,160,no_data
old,T40,14,20,320,no_data
old,T40,14,40,5,no_data
old,T40,14,40,10,no_data
old,T40,14,40,20,no_data
old,T40,14,40,40,no_data
old,T40,14,40,80,diverged
old,T40,14,40,160,diverged
old,T40,14,40,320,incomplete
old,T40,14,80,5,no_data
old,T40,14,80,10,no_data
old,T40,14,80,20,no_data
old,T40,14,80,40,no_data
old,T40,14,80,80,no_data
old,T40,14,80,160,no_data
old,T40,14,80,320,no_data
old,T40,14,160,5,no_data
old,T40,14,160,10,no_data
old,T40,14,160,20,diverged
old,T40,14,160,40,diverged
old,T40,14,160,80,no_data
old,T40,14,160,160,no_data
